num,month,day,hour,min,n_px,ce_px,cs_px,n_p,i_uiip,p_uiip,i_f,p_f,i_uiipu,c_pu_p,p_pu
29792,11,7,6,45,3.61,0,351.18,2.958,111.42,17.18,275.53,31.23,110.93,0,48.36
29793,11,7,7,0,3.54,0,364.2,2.906,110.67,17.73,276.6,31.12,109.73,0,48.3
29794,11,7,7,15,3.48,0,395.17,2.843,111,17.39,282,30.63,109.6,0,48.19
29795,11,7,7,30,3.41,0,389.13,2.771,111.56,16.91,272.67,30.72,111,0,47.9
29796,11,7,7,45,3.34,0,355.85,2.693,111.53,17.29,264.27,30.78,111.07,0,48.1
29797,11,7,8,0,3.27,0,348.14,2.621,110.2,18.01,263.6,30.8,109.2,0,48.09
29798,11,7,8,15,3.21,0,378.81,2.551,109.96,18.03,265.67,30.52,109.2,0,47.88
29799,11,7,8,30,3.14,0,391.21,2.481,109.58,18.07,266.4,30.28,108.2,0,47.55
29800,11,7,8,45,3.07,0,369.12,2.415,109.7,18.18,263.67,30.46,109.2,0,47.64
29801,11,7,9,0,3,0,340.61,2.347,110.01,18.35,261.2,30.67,109.07,0,48.01
29802,11,7,9,15,2.94,0,349.09,2.28,109.35,18.48,263.93,30.44,109.07,0,47.76
29803,11,7,9,30,2.87,0,364.9,2.215,108.88,18.48,267.27,30.18,108.4,0,47.46
29804,11,7,9,45,2.8,0,337.18,2.154,94.81,18.03,263.6,30.44,94.4,0,47.93
29805,11,7,10,0,2.74,0,170.09,2.095,151.87,19.78,253.6,31.63,116.73,0,49.73
29806,11,7,10,15,2.7,0,96.65,2.058,193.41,20.69,261.2,31.67,160.67,0,49.86
29807,11,7,10,30,2.67,0,100.69,2.021,181.09,20.71,259.53,31.79,160,0,50.12
29808,11,7,10,45,2.64,0,96.17,1.985,181.43,20.75,258.73,31.84,160.33,0,50.1
29809,11,7,11,0,2.61,0,93.51,1.955,162.08,20.74,259.13,31.78,159.8,0,50.12
29810,11,7,11,15,2.59,0,83.81,1.922,164.79,20.73,258.67,31.84,159.8,0,50.06
29811,11,7,11,30,2.56,0,98.15,1.892,167.28,20.55,258.73,31.84,159.67,0,50.09
29812,11,7,11,45,2.53,0,82.32,1.853,173.84,20.71,258.73,31.8,160.6,0,50.01
29813,11,7,12,0,2.51,0,71.71,1.817,175.08,20.3,260,31.88,165.47,0,50.12
29814,11,7,12,15,2.48,0,39.19,1.776,142.48,18.61,273.27,31.99,201.73,0,50.46
29815,11,7,12,30,2.46,1.49,21.46,1.735,131.4,18.69,272.8,32.03,201.73,0,50.35
29816,11,7,12,45,2.44,26.23,16.49,1.664,142.26,18.72,271.53,32.1,229.2,0,50.84
29817,11,7,13,0,2.43,206.27,0,1.625,191.43,20.71,269.6,32.33,453.6,0,52.95
29818,11,7,13,15,2.45,202.55,0,1.603,223.05,21.78,269.13,32.31,472.13,0,53.01
29819,11,7,13,30,2.47,198.79,0,1.581,191.25,20.68,263.93,32.2,469.2,0,52.98
29820,11,7,13,45,2.48,212.68,0,1.545,153.71,19.08,254.2,32.48,469.2,0,53.14
29821,11,7,14,0,2.5,214.79,0,1.525,165.56,19.88,254.8,32.46,468.27,0,53.2
29822,11,7,14,15,2.52,126.97,0,1.506,232.66,21.93,246,32.16,365.8,0,51.82
29823,11,7,14,30,2.52,105.41,0,1.495,253.27,22.29,245.47,32.14,340.47,0,51.61
29824,11,7,14,45,2.53,113.71,0,1.49,246.26,22.88,243.93,32.25,336.73,0,51.63
29825,11,7,15,0,2.53,123.42,0,1.5,254.38,22.39,245.27,32.24,337.93,0,51.6
29826,11,7,15,15,2.54,176.31,0,1.509,240.26,22.37,241.6,32.51,370.6,0,52.26
29827,11,7,15,30,2.56,251.69,0,1.5,246.59,22.13,241.73,32.51,477.27,0,53.49
29828,11,7,15,45,2.58,235.52,0,1.502,255.76,22.07,239.6,32.63,432.73,0,53.01
29829,11,7,16,0,2.61,237.19,0,1.503,246.2,22.6,240.53,32.61,431.93,0,52.87
29830,11,7,16,15,2.63,56.72,83.04,1.498,212.16,21,250.8,31.83,197.53,0,50
29831,11,7,16,30,2.62,0,283.19,1.483,164.25,20.71,262.93,30.9,159.87,0,48.12
29832,11,7,16,45,2.57,0,290.31,1.451,162.52,20.53,263.8,30.87,161.4,0,47.78
29833,11,7,17,0,2.51,0,310.57,1.427,162.4,20.55,267.53,30.54,161.2,0,47.6
29834,11,7,17,15,2.45,0,314.82,1.401,162.14,20.5,268.13,30.44,161.53,0,47.37
29835,11,7,17,30,2.39,0,324.89,1.348,161.13,20.62,267.67,30.24,160.73,0,47.24
29836,11,7,17,45,2.34,0,315.43,1.316,162.03,20.54,266.87,30.29,160.6,0,47.43
29837,11,7,18,0,2.28,0,339.37,1.303,161.23,20.73,268.2,30.14,160.13,0,47.26
29838,11,7,18,15,2.22,0,347.56,1.276,161.56,20.24,272.53,29.8,160.33,0,46.9
29839,11,7,18,30,2.15,0,339.27,1.247,159.9,20.8,272.6,29.78,159.33,0,46.85
29840,11,7,18,45,2.09,0,362.41,1.22,158.76,20.56,276.87,29.48,157.8,0,46.31
29841,11,7,19,0,2.02,0,350.02,1.2,158.69,20.8,275.4,29.52,158.2,0,46.54
29842,11,7,19,15,1.96,0,337.42,1.17,140.18,19.42,271,29.52,139.67,0,46.65
29843,11,7,19,30,1.89,0,362.03,1.133,118.68,18.24,266.73,29.22,118.07,0,46.56
29844,11,7,19,45,1.83,0,327.93,1.086,117.27,17.52,266.07,29.43,116.2,0,46.81
29845,11,7,20,0,1.76,0,305.99,1.048,113.26,19.39,263.07,29.64,112.13,0,47
29846,11,7,20,15,1.7,0,322.15,1.009,115.15,17.63,267.8,29.31,113.87,0,46.62
29847,11,7,20,30,1.64,0,272.23,0.972,149.27,18.27,259.87,29.91,49.13,0,47.59
29848,11,7,20,45,1.58,0,234.91,0.953,211.4,21.56,256.6,30.2,8.53,0,48.05
29849,11,7,21,0,1.53,156.97,13.89,0.943,172.75,20.7,239.73,31.46,405.73,0,52.13
29850,11,7,21,15,1.54,276,0,0.895,127.05,20.31,236.27,31.77,486.67,0,52.87
29851,11,7,21,30,1.57,336.14,0,0.875,194.86,21.64,233.87,31.97,507.33,0,53.39
29852,11,7,21,45,1.61,346.39,0,0.87,190.76,21.77,232.53,32.12,485.6,0,53.18
29853,11,7,22,0,1.65,304.39,0,0.866,181.32,20.93,234.67,31.91,443.53,0,52.5
29854,11,7,22,15,1.68,326.53,0,0.876,182.56,20.69,233.73,32.06,431.8,0,52.62
29855,11,7,22,30,1.72,356.23,0,0.878,192.52,20.88,230.4,32.39,428.53,0,52.8
29856,11,7,22,45,1.77,399.68,0,0.887,169.22,20.8,231.13,32.63,422.4,0,53.01
29857,11,7,23,0,1.82,409.61,0,0.92,355.44,23.43,252.13,32.8,394.93,0,52.7
29858,11,7,23,15,1.87,329.77,0,1.007,388.09,24.71,258.53,32.28,290.53,0,51.39
29859,11,7,23,30,1.9,265.82,0,1.087,374.57,24.73,263.8,31.9,193.2,0,49.96
29860,11,7,23,45,1.93,232.31,0,1.165,360.89,24.79,260.8,32.08,147.33,0,50.11
29861,11,8,0,0,1.96,240.51,0,1.24,373.32,24.71,259.87,32.14,148.2,0,50.28
29862,11,8,0,15,1.98,348.77,0,1.313,363.78,24.72,254.13,32.64,243.6,0,51.4
29863,11,8,0,30,2.02,393.91,0,1.395,352.17,24.82,250,32.91,296.27,0,51.99
29864,11,8,0,45,2.06,392.99,0,1.491,350.27,24.71,250.73,32.86,299.33,0,51.93
29865,11,8,1,0,2.11,389.79,0,1.571,358.83,24.69,249.07,33.02,296.47,0,52.11
29866,11,8,1,15,2.15,389.33,0,1.653,357.87,24.71,248.93,33.05,294.8,0,52.16
29867,11,8,1,30,2.2,387.45,0,1.745,361.17,24.73,248.4,33.12,296.27,0,52.19
29868,11,8,1,45,2.25,369.41,0,1.83,347.41,24.8,250.87,32.93,297.8,0,52.01
29869,11,8,2,0,2.3,348.53,0,1.911,350.67,24.75,251.8,32.84,297.67,0,51.86
29870,11,8,2,15,2.34,378.22,0,1.996,349.23,24.78,247.73,33.17,293.13,0,52.18
29871,11,8,2,30,2.38,386.59,0,2.085,353.86,24.71,246.2,33.28,292.33,0,52.31
29872,11,8,2,45,2.43,389.91,0,2.169,362.32,24.78,245.87,33.33,289.13,0,52.4
29873,11,8,3,0,2.47,378.09,0,2.249,381.59,24.64,247.93,33.22,290.33,0,52.3
29874,11,8,3,15,2.52,380.21,0,2.313,385.76,24.59,245.2,33.37,289.53,0,52.41
29875,11,8,3,30,2.57,368.33,0,2.403,381.37,24.76,246.6,33.28,287.93,0,52.29
29876,11,8,3,45,2.61,372.65,0,2.493,373.15,24.68,245,33.42,287.53,0,52.38
29877,11,8,4,0,2.65,351.71,0,2.581,379.87,24.69,245.8,33.34,289.33,0,52.32
29878,11,8,4,15,2.7,316.95,0,2.653,406.6,24.74,248.47,33.19,287.8,0,52.18
29879,11,8,4,30,2.73,233.65,0,2.733,387.81,24.71,253.6,32.78,203.4,0,51.13
29880,11,8,4,45,2.76,255.21,0,2.824,346.4,21.43,250.13,33.02,235.27,0,51.65
29881,11,8,5,0,2.79,239.77,0,2.903,346.09,20.66,251.73,32.93,252.73,0,51.59
29882,11,8,5,15,2.81,214.11,0,2.983,342.61,20.71,253.6,32.78,255.27,0,51.52
29883,11,8,5,30,2.83,187.45,0,3.051,344.97,19.85,254.6,32.71,255.87,0,51.45
29884,11,8,5,45,2.85,219.27,0,3.09,184.36,17.8,262.2,32.96,316.87,0,52.29
29885,11,8,6,0,2.87,198.89,0,3.066,88.93,19.73,273.6,32.73,382.33,0,52.55
29886,11,8,6,15,2.89,127.17,0,3.04,138.26,20.56,274.07,32.62,385.87,0,52.4
29887,11,8,6,30,2.9,99.73,0,3.019,157.82,20.69,276.53,32.74,386.2,0,52.39
29888,11,8,6,45,2.9,52.03,135.55,2.998,156.99,19.41,287.67,31.76,219.47,0,49.77
29889,11,8,7,0,2.88,0,324.41,2.933,51.78,16.33,298.27,30.83,50.8,0,48.28
29890,11,8,7,15,2.82,0,328.13,2.847,52.4,16.52,308.93,30.7,51.53,0,48.14
29891,11,8,7,30,2.77,0,332.31,2.771,53.31,15.83,302.6,30.58,52.47,0,48.12
29892,11,8,7,45,2.7,0,315.83,2.672,53.01,16.29,278.8,30.68,52.2,0,48.3
29893,11,8,8,0,2.64,0,306.47,2.597,53.81,15.63,274.87,30.61,53.07,0,48.24
29894,11,8,8,15,2.59,0,304.21,2.508,54.34,14.86,271,30.6,53.67,0,48.15
29895,11,8,8,30,2.53,0,323.63,2.453,53.61,15.61,272.67,30.34,53,0,47.72
29896,11,8,8,45,null,null,null,null,null,null,null,null,null,null,null
29897,11,8,9,0,null,0,291.2,2.225,53.19,16.22,268.5,30.71,52.5,0,48.11
29898,11,8,9,15,null,0,273.05,2.187,52.13,17.41,269.8,30.63,51.27,0,48.37
29899,11,8,9,30,null,0,284.3,2.17,null,17.55,271,30.51,50,0,48.47
29900,11,8,9,45,null,0,295.6,2.007,null,16.43,272,30.44,52,0,47.96
29901,11,8,10,0,null,134.45,19.97,1.972,173.89,20.44,252.33,31.96,413.67,0,52.61
29902,11,8,10,15,null,205.35,0,1.933,153.72,20.48,251.93,32.01,490.67,0,53.04
29903,11,8,10,30,null,202.54,0,1.901,162.51,20.16,252.53,31.98,474.6,0,52.88
29904,11,8,10,45,null,221.49,0,1.864,151.93,20.12,251.4,32.1,471.93,0,52.95
29905,11,8,11,0,null,193.81,0,1.825,170.38,20.01,251.13,32.11,472.07,0,52.99
29906,11,8,11,15,null,211.71,0,1.785,169.11,20.33,247.87,32.33,471.13,0,53.12
29907,11,8,11,30,2.32,209.83,0,1.751,164.21,20.29,250.73,32.16,471.67,0,52.97
29908,11,8,11,45,2.32,216.64,0,1.711,173.32,20.29,249,32.26,469.8,0,53.11
29909,11,8,12,0,2.35,211.72,0,1.672,148.83,20.23,249.33,32.16,471.8,0,53.1
29910,11,8,12,15,2.37,211.7,0,1.639,152.82,20.14,248.93,32.27,471.13,0,53.21
29911,11,8,12,30,2.39,243.63,0,1.607,175.72,21.16,249.27,32.31,497.87,0,53.56
29912,11,8,12,45,2.41,251.58,0,1.592,223.42,21.73,247.53,32.39,507.93,0,53.77
29913,11,8,13,0,2.44,234.51,0,1.575,224.72,21.69,245.47,32.58,506.67,0,53.8
29914,11,8,13,15,2.46,205.24,0,1.564,225.61,21.76,248.53,32.37,508.73,0,53.72
29915,11,8,13,30,2.48,211.75,0,1.551,221.77,21.79,249.73,32.27,504.87,0,53.68
29916,11,8,13,45,2.5,220.81,0,1.551,226.65,21.86,247.47,32.45,506.47,0,53.69
29917,11,8,14,0,2.52,231.43,0,1.55,226.29,21.73,248.53,32.49,495.13,0,53.59
29918,11,8,14,15,2.54,144.19,0,1.544,221.81,21.9,257.53,32.31,371.53,0,52.01
29919,11,8,14,30,2.56,162.39,0,1.54,223.64,21.76,256.8,32.39,379.2,0,52.16
29920,11,8,14,45,2.57,201.49,0,1.541,219.65,21.71,255.27,32.48,428,0,52.77
29921,11,8,15,0,2.59,255.6,0,1.549,220.46,21.76,252.8,32.76,451.47,0,53.38
29922,11,8,15,15,2.61,87.52,32.36,1.546,235.6,21.95,259.8,32.17,223,0,50.55
29923,11,8,15,30,2.61,0,238.09,1.545,172.55,21.31,265.93,31.23,135.53,0,48.32
29924,11,8,15,45,2.56,0,267.94,1.52,145.86,20.58,268.47,30.77,145.53,0,47.89
29925,11,8,16,0,2.51,0,256.31,1.493,147.32,20.3,264.93,31.05,146.47,0,48.22
29926,11,8,16,15,2.47,0,277.87,1.472,146.25,20.8,268.4,30.76,144.93,0,47.88
29927,11,8,16,30,2.41,0,261,1.447,146.96,20.61,267.73,30.79,146.33,0,47.92
29928,11,8,16,45,2.36,0,270.35,1.418,146.71,20.52,269.07,30.71,145.67,0,48.03
29929,11,8,17,0,2.31,0,303.78,1.391,146.31,20.21,272.13,30.44,145.33,0,47.46
29930,11,8,17,15,2.26,0,306.65,1.362,146.04,20.28,274,30.26,145.07,0,47.28
29931,11,8,17,30,2.2,0,299.35,1.329,147.24,20.18,273.4,30.32,145.8,0,47.51
29932,11,8,17,45,2.15,0,313.07,1.294,145.95,20.17,276.27,30.09,144.47,0,47.1
29933,11,8,18,0,2.09,0,344.39,1.269,147.25,19.52,276.87,29.91,145.87,0,47.07
29934,11,8,18,15,2.03,0,339.17,1.235,113.89,18.54,269.4,29.82,113.73,0,47.06
29935,11,8,18,30,1.97,0,331.07,1.185,109.75,17.55,268,29.94,108.47,0,47.28
29936,11,8,18,45,1.91,0,324.33,1.157,108.36,16.71,270,29.8,107.4,0,47.24
29937,11,8,19,0,1.85,0,327.11,1.106,101.33,19.28,270.13,29.71,100.6,0,46.8
29938,11,8,19,15,1.79,0,321.86,1.053,102.25,19.35,268.2,29.86,101.07,0,47.27
29939,11,8,19,30,1.73,0,343.75,1.007,101.38,19.37,269.6,29.44,100.47,0,46.93
29940,11,8,19,45,1.67,0,335.1,0.973,100.1,19.58,269.53,29.42,100.4,0,46.69
29941,11,8,20,0,1.61,0,340.33,0.927,97.21,19.04,275.27,29.29,97,0,46.73
29942,11,8,20,15,1.55,0,294.61,0.851,48.11,16.92,272.13,29.58,47.47,0,47.29
29943,11,8,20,30,1.5,0,212.53,0.788,138.54,21.1,263,30.29,92.27,0,48.29
29944,11,8,20,45,1.45,127.89,0,0.779,231.98,22.7,250.73,31.24,394.67,0,51.21
29945,11,8,21,0,1.46,186.1,0,0.781,235.35,21.12,250.33,31.27,410.93,0,51.42
29946,11,8,21,15,1.47,191.46,0,0.779,232.61,22.46,247.53,31.5,409.93,0,51.58
29947,11,8,21,30,1.49,266.59,0,0.774,214.46,23.45,246.33,31.61,434.27,0,52.14
29948,11,8,21,45,1.52,350.64,0,0.763,198.32,22.03,238.73,32.21,491.47,0,53.38
29949,11,8,22,0,1.56,368.73,0,0.769,213.33,20.95,237.33,32.31,489.2,0,53.5
29950,11,8,22,15,1.61,392.35,0,0.756,196.12,21.19,235.8,32.51,486.07,0,53.6
29951,11,8,22,30,1.65,406.83,0,0.757,190.91,21.39,233.47,32.75,482.6,0,53.78
29952,11,8,22,45,1.71,440.87,0,0.738,171.54,21.23,230.13,33.04,476.73,0,54.08
29953,11,8,23,0,1.76,460.41,0,0.751,312.04,20.99,227.4,33.21,473.2,0,54.23
29954,11,8,23,15,1.82,464.37,0,0.817,338.26,21.18,226.67,33.31,470.07,0,54.26
29955,11,8,23,30,1.88,315.54,0,0.885,325.38,21.24,246.27,32.26,274.2,0,51.24
29956,11,8,23,45,1.91,341.96,0,0.959,316.73,21.18,273.47,32.68,265.4,0,51.34
29957,11,9,0,0,1.95,363.43,0,1.03,336.44,21.19,273.4,32.69,275.53,0,51.69
29958,11,9,0,15,2,441.84,0,1.099,320.84,21.22,266.33,33.27,346.53,0,52.87
29959,11,9,0,30,2.05,438.32,0,1.17,314.83,21.21,265.2,33.35,348.67,0,52.78
29960,11,9,0,45,2.1,443.24,0,1.234,313.22,21.19,265.27,33.34,347.87,0,52.86
29961,11,9,1,0,2.16,432.1,0,1.3,312.3,21.24,265.53,33.34,348.73,0,52.73
29962,11,9,1,15,2.21,428.59,0,1.371,320.95,21.22,264.4,33.46,347.53,0,52.84
29963,11,9,1,30,2.27,436.63,0,1.445,405.94,24.72,264.27,33.48,345,0,52.96
29964,11,9,1,45,2.32,428.67,0,1.531,421.12,25.83,265.13,33.36,344.27,0,52.83
29965,11,9,2,0,2.37,364.39,0,1.628,419.71,25.34,266.93,33.21,332.4,0,52.27
29966,11,9,2,15,2.42,369.15,0,1.718,400.05,24.82,264.73,33.4,304.67,0,52.27
29967,11,9,2,30,2.46,395.92,0,1.803,383.64,24.71,264.27,33.46,302.53,0,52.59
29968,11,9,2,45,2.51,393.63,0,1.888,387.16,24.77,263.6,33.52,301.6,0,52.64
29969,11,9,3,0,2.56,381.12,0,1.969,406.67,25.06,263,33.5,302.2,0,52.65
29970,11,9,3,15,2.6,373.89,0,2.053,413.72,25.77,264.53,33.41,302.87,0,52.52
29971,11,9,3,30,2.65,371.77,0,2.14,404.22,25.75,264.6,33.39,303.07,0,52.49
29972,11,9,3,45,2.69,340.14,0,2.219,402.16,25.77,265.8,33.33,302.87,0,52.44
29973,11,9,4,0,2.73,331.69,0,2.309,408.62,25.72,267.07,33.22,305.6,0,52.27
29974,11,9,4,15,2.77,299.49,0,2.394,433.84,25.67,268.07,33.12,306.73,0,52.15
29975,11,9,4,30,2.81,310.07,0,2.47,428.54,25.82,266.27,33.22,306.13,0,52.31
29976,11,9,4,45,2.85,310.37,0,2.553,402.52,24.67,265.6,33.31,304.47,0,52.39
29977,11,9,5,0,2.88,291.91,0,2.633,389.91,23.42,267.27,33.18,305.07,0,52.14
29978,11,9,5,15,2.91,181.38,0,2.707,395.48,23.18,270.73,32.84,225.93,0,51.25
29979,11,9,5,30,2.93,174.67,0,2.792,384.07,23.23,270.53,32.84,228.33,0,51.25
29980,11,9,5,45,2.95,229.41,0,2.858,243.24,19.42,268.4,33.03,337.2,0,52.46
29981,11,9,6,0,2.97,176.83,0,2.87,197.36,20.01,269.87,32.72,379.67,0,52.5
29982,11,9,6,15,2.99,99.39,0,2.87,230.8,20.94,273.67,32.58,381.13,0,52.47
29983,11,9,6,30,2.99,88.82,0,2.865,228.74,22.03,272.2,32.65,381.13,0,52.43
29984,11,9,6,45,2.99,71.13,0,2.86,235.72,20.47,270.6,32.78,382.6,0,52.5
29985,11,9,7,0,2.99,30.95,186.15,2.846,153.22,17.05,283.07,31.67,208.27,0,50.03
29986,11,9,7,15,2.97,0,353.1,2.778,61.95,14.46,289.73,30.62,60.93,0,48.36
29987,11,9,7,30,2.9,0,348.1,2.693,61.79,14.81,272.6,30.59,60.87,0,48.27
29988,11,9,7,45,2.84,0,287.09,2.609,61.5,15.19,268.2,30.93,60.8,0,48.56
29989,11,9,8,0,2.78,0,308.31,2.526,59.74,16.61,271,30.71,59.13,0,48.32
29990,11,9,8,15,2.73,0,335.01,2.447,60.44,15.86,272.07,30.58,59.6,0,47.99
29991,11,9,8,30,2.66,0,299.25,2.373,59.76,16.71,270.6,30.71,59.2,0,48.38
29992,11,9,8,45,2.61,0,295.33,2.297,47.71,16.34,270.67,30.67,46.93,0,48.38
29993,11,9,9,0,2.55,0,233.13,2.213,0.01,14,265.13,31.11,0.4,0,48.88
29994,11,9,9,15,2.51,0,229.79,2.125,0.01,14.28,266.13,31.04,0.13,0,48.93
29995,11,9,9,30,2.46,2.55,194.21,2.025,7.66,14.97,262.87,31.29,49.47,0,49.38
29996,11,9,9,45,2.42,197.47,0,1.943,147.51,20.46,250.13,32.3,495.8,0,53.46
29997,11,9,10,0,2.43,183.65,0,1.946,224.98,21.54,251.8,32.2,491.33,0,53.23
29998,11,9,10,15,2.45,190.93,0,1.928,230.07,21.45,249.6,32.35,490.07,0,53.31
29999,11,9,10,30,2.46,193.67,0,1.91,229.07,21.37,249,32.4,486.6,0,53.39
30000,11,9,10,45,2.48,181.58,0,1.895,191.31,20.87,252.07,32.21,487,0,53.2
30001,11,9,11,0,2.5,118.16,0,1.868,187.05,20.71,253.6,32.08,379.27,0,51.78
30002,11,9,11,15,2.51,143.47,0,1.837,180.91,20.75,251.6,32.28,401,0,52.32
30003,11,9,11,30,2.52,184.46,0,1.795,171.91,20.78,251.93,32.22,438.13,0,52.71
30004,11,9,11,45,2.53,188.42,0,1.761,170.46,20.79,250,32.34,440.13,0,52.69
30005,11,9,12,0,2.55,169.26,0,1.733,162.38,20.81,253.13,32.18,442.13,0,52.63
30006,11,9,12,15,2.56,189.48,0,1.71,158.95,20.85,249.4,32.39,464.33,0,52.97
30007,11,9,12,30,2.58,204.99,0,1.681,171.57,20.79,250.07,32.39,474.87,0,53.17
30008,11,9,12,45,2.6,205.45,0,1.651,170.22,20.73,249.73,32.39,473.87,0,53.18
30009,11,9,13,0,2.62,184.63,0,1.629,162.18,20.8,249.6,32.42,475.13,0,53.11
30010,11,9,13,15,2.63,174.62,0,1.607,167.14,20.67,247.87,32.52,457.6,0,52.95
30011,11,9,13,30,2.64,114.64,0,1.579,172.31,20.88,252.4,32.26,406,0,52.34
30012,11,9,13,45,2.65,138.12,0,1.544,164.54,20.77,251.4,32.32,405.33,0,52.44
30013,11,9,14,0,2.66,133.09,0,1.529,211.32,21.65,251,32.35,410.87,0,52.5
30014,11,9,14,15,2.67,167.19,0,1.517,233.23,21.98,250.33,32.4,429.33,0,52.68
30015,11,9,14,30,2.68,192.57,0,1.511,233.37,21.74,249.27,32.48,428.53,0,52.72
30016,11,9,14,45,2.7,171.77,0,1.483,232.85,22.15,251.07,32.37,421.8,0,52.62
30017,11,9,15,0,2.71,150.13,0,1.492,229.37,22.33,249.27,32.54,383,0,52.22
30018,11,9,15,15,2.72,168.05,0,1.508,229.53,21.8,248.93,32.56,385.67,0,52.29
30019,11,9,15,30,2.73,88.34,89.07,1.502,215.5,22.26,258.73,31.8,233.47,0,50.03
30020,11,9,15,45,2.73,0,245.42,1.485,159.51,20.18,265.67,31.25,158.13,0,48.35
30021,11,9,16,0,2.68,0,260.91,1.467,156.91,20.88,270.07,30.89,156.07,0,48.01
30022,11,9,16,15,2.63,0,274.35,1.449,157.43,20.77,270.67,30.77,156.67,0,47.99
30023,11,9,16,30,2.58,0,272.43,1.419,157.31,20.74,269.73,30.87,156.73,0,47.8
30024,11,9,16,45,2.52,0,274.4,1.395,156.93,20.95,271.13,30.77,155.67,0,47.9
30025,11,9,17,0,2.47,0,294.79,1.382,156.66,20.86,273.53,30.56,155.67,0,47.61
30026,11,9,17,15,2.42,0,293.82,1.372,156.62,20.96,273,30.58,155.87,0,47.65
30027,11,9,17,30,2.36,0,309.07,1.34,157.04,20.63,274.13,30.48,156.2,0,47.5
30028,11,9,17,45,2.3,0,314.23,1.304,156.07,20.67,277.07,30.22,154.8,0,47.29
30029,11,9,18,0,2.24,0,326.29,1.305,155.37,20.77,278.53,30.12,154.27,0,47.14
30030,11,9,18,15,2.19,0,343.96,1.268,155.81,20.51,280.27,29.93,154.73,0,46.88
30031,11,9,18,30,2.12,0,345.77,1.237,155.79,20.32,280.6,29.84,154.8,0,46.63
30032,11,9,18,45,2.06,0,335.89,1.206,155.9,20.6,280.93,29.82,155.13,0,46.88
30033,11,9,19,0,2,0,342.99,1.171,155.37,20.56,283.8,29.54,153.93,0,46.78
30034,11,9,19,15,1.94,0,344.43,1.147,155.45,20.25,282.07,29.66,155.13,0,46.51
30035,11,9,19,30,1.88,0,345.09,1.117,154.83,20.38,282.6,29.43,154.2,0,46.58
30036,11,9,19,45,1.81,0,353.77,1.083,155.18,20.46,283.53,29.5,153.67,0,46.55
30037,11,9,20,0,1.74,0,349.55,1.056,154.21,20.43,286,29.22,154.07,0,46.23
30038,11,9,20,15,1.68,0,351.23,1.023,156.7,19.41,286.13,29.22,156.13,0,46.2
30039,11,9,20,30,1.62,0,344.67,0.989,154.52,20.39,285,29.32,152.67,0,46.49
30040,11,9,20,45,1.55,0,115.25,0.971,181.05,20.85,270.6,30.6,137.33,0,48.65
30041,11,9,21,0,1.52,183.89,0,0.939,127.27,20.05,258.6,31.54,395.73,0,51.65
30042,11,9,21,15,1.53,266.93,0,0.908,149.53,20.85,257.2,31.67,447,0,52.21
30043,11,9,21,30,1.56,288.1,0,0.882,145.35,20.64,255.07,31.84,444.67,0,52.37
30044,11,9,21,45,1.59,327.21,0,0.871,179.05,21.54,253.13,32,443.87,0,52.48
30045,11,9,22,0,1.63,335.64,0,0.867,181.56,21.91,252.67,32.05,442.6,0,52.53
30046,11,9,22,15,1.67,366.95,0,0.866,179.31,21.28,249.67,32.31,442.53,0,52.9
30047,11,9,22,30,1.71,377.06,0,0.86,173.01,21.25,248.93,32.37,440.4,0,52.9
30048,11,9,22,45,1.75,418.79,0,0.855,174.24,21.34,242.07,32.88,435.27,0,53.29
30049,11,9,23,0,1.8,345.09,0,0.885,334.15,23.45,251.07,32.24,325.67,0,51.52
30050,11,9,23,15,1.84,313.84,0,0.973,379.12,24.21,251.4,32.2,277.47,0,50.98
30051,11,9,23,30,1.88,344.37,0,1.059,378.45,24.2,248.6,32.46,272.87,0,51.22
30052,11,9,23,45,1.91,354.15,0,1.141,378.5,24.22,247.8,32.53,273.27,0,51.33
30053,11,10,0,0,1.95,358.6,0,1.224,383.57,24.29,248,32.51,270.73,0,51.46
30054,11,10,0,15,1.99,358.65,0,1.305,368.2,24.24,244.6,32.72,270.47,0,51.48
30055,11,10,0,30,2.03,356.68,0,1.39,366.17,24.26,245.87,32.67,270.73,0,51.5
30056,11,10,0,45,2.08,364.34,0,1.476,360.24,24.24,244.87,32.78,267.33,0,51.61
30057,11,10,1,0,2.11,364.43,0,1.56,365.33,24.19,243.87,32.82,266.53,0,51.62
30058,11,10,1,15,2.16,366.53,0,1.653,382.43,24.19,243.87,32.84,267.27,0,51.65
30059,11,10,1,30,2.2,354.71,0,1.737,373.87,24.23,247.07,32.65,267.6,0,51.51
30060,11,10,1,45,2.24,343.65,0,1.813,362.91,24.2,244.93,32.81,270.33,0,51.52
30061,11,10,2,0,2.28,352.47,0,1.893,359.67,24.24,244,32.88,267,0,51.57
30062,11,10,2,15,2.32,367.04,0,1.967,353.06,22.24,243.07,32.97,266.47,0,51.8
30063,11,10,2,30,2.36,364.77,0,2.041,347.93,22.2,243,32.97,266.67,0,51.7
30064,11,10,2,45,2.4,370.12,0,2.119,344.05,20.93,243.8,32.94,265.27,0,51.84
30065,11,10,3,0,2.44,364.66,0,2.201,337.23,20.89,243.2,32.97,264.33,0,51.88
30066,11,10,3,15,2.48,352.53,0,2.278,340.05,20.9,242.47,33.06,267.67,0,51.86
